Date,,,Address,Type,Indicator,Weapon,,,,Lat,Long,,,,,Tract
5/10/2014,02:30:00,4B,6300 HARFORD RD,AGG. ASSAULT,I,KNIFE,424,NORTHEAST,WESTFIELD,-76.55473407,39.36000711,,ROW/TOWNHOUSE-OCC,,1,0
5/10/2014,15:49:00,3B,2100 W LEXINGTON ST,ROBBERY - STREET,I,NA,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.6508137,39.29050816,,STREET,,1,0
5/10/2014,15:49:00,4B,2100 W LEXINGTON ST,AGG. ASSAULT,O,KNIFE,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.6508137,39.29050816,,,,1,0
5/10/2014,18:55:00,4B,5000 CHALGROVE AVE,AGG. ASSAULT,O,KNIFE,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67050951,39.34959449,,ROW/TOWNHOUSE-OCC,,1,0
5/9/2014,21:53:00,4D,2700 GUILFORD AVE,AGG. ASSAULT,O,HANDS,512,NORTHERN,HARWOOD,-76.61300222,39.3210633,,PORCH/DECK,,1,0
5/9/2014,21:00:00,4C,400 N LUZERNE AVE,AGG. ASSAULT,O,OTHER,221,SOUTHEAST,MCELDERRY PARK,-76.5807411,39.29574605,,STREET,,1,0
5/9/2014,21:30:00,4C,100 E 32ND ST,AGG. ASSAULT,I,OTHER,512,NORTHERN,CHARLES VILLAGE,-76.61579886,39.32700502,,STREET,,1,0
5/9/2014,19:53:00,3AF,3100 SWAN DR,ROBBERY - STREET,I,FIREARM,,,,0,0,,PARK,,1,0
5/9/2014,01:10:00,3B,5100 HARFORD RD,ROBBERY - STREET,I,NA,421,NORTHEAST,WALTHERSON,-76.56510818,39.34782952,,PARKING LOT-OUTSIDE,,1,0
5/9/2014,15:15:00,3AF,2000 DRUID PARK DR,ROBBERY - STREET,I,FIREARM,533,NORTHERN,WOODBERRY,-76.64496134,39.3332292,,STREET,,1,0
5/9/2014,15:15:00,3AF,2000 DRUID PARK DR,ROBBERY - STREET,I,FIREARM,533,NORTHERN,WOODBERRY,-76.64496134,39.3332292,,STREET,,1,0
5/9/2014,19:53:00,3AF,3100 SWAN DR,ROBBERY - STREET,Outside,FIREARM,,,,0,0,,PARK,,1,0
5/9/2014,22:00:00,4D,500 HURLEY AVE,AGG. ASSAULT,I,HANDS,832,SOUTHWEST,GWYNNS FALLS,-76.66405016,39.27800516,,STREET,,1,0
5/9/2014,13:40:00,3AJF,1800 W FAIRMOUNT AVE,ROBBERY - CARJACKING,I,FIREARM,711,WESTERN,FRANKLIN SQUARE,-76.64612909,39.28899803,,,,1,0
5/9/2014,21:15:00,3B,100 S EAST AVE,ROBBERY - STREET,I,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.5717635,39.29117437,,STREET,,1,0
5/9/2014,15:10:00,4A,200 N ROSE ST,AGG. ASSAULT,O,FIREARM,221,SOUTHEAST,MCELDERRY PARK,-76.5813758,39.29449485,,STREET,Western,1,0
5/8/2014,13:30:00,9S,600 ASHBURTON ST,SHOOTING,O,FIREARM,721,WESTERN,MOSHER,-76.66144939,39.2945932,,STREET,,1,0
5/8/2014,23:20:00,4D,600 E LOMBARD ST,AGG. ASSAULT,I,HANDS,111,CENTRAL,DOWNTOWN,-76.60745085,39.28794485,,STREET,Tri-District,1,0
5/8/2014,01:50:00,3AJF,3000 BAKER ST,ROBBERY - CARJACKING,O,FIREARM,813,SOUTHWEST,ROSEMONT,-76.66741536,39.30597186,,STREET,,1,0
5/8/2014,14:35:00,4C,4300 ERDMAN AVE,AGG. ASSAULT,I,OTHER,334,EASTERN,CLAREMONT-FREEDOM,-76.56554002,39.31157054,,OTHER - INSIDE,,1,0
5/8/2014,01:20:00,4B,3300 W CATON AVE,AGG. ASSAULT,O,KNIFE,,,,,,,STREET,,1,0
5/8/2014,22:10:00,3EF,6700 HARFORD RD,ROBBERY - COMMERCIAL,O,FIREARM,424,NORTHEAST,NORTH HARFORD ROAD,-76.5515509,39.36386368,,GAS STATION,,1,0
5/7/2014,00:40:00,4A,600 WARNER ST,AGG. ASSAULT,I,FIREARM,941,SOUTHERN,RIDGELY'S DELIGHT,-76.62407955,39.28330139,,STREET,Western,1,0
5/6/2014,00:26:00,3AF,0 W HAMBURG ST,ROBBERY - STREET,O,FIREARM,942,SOUTHERN,FEDERAL HILL,-76.61450298,39.27781999,,STREET,,1,0
5/6/2014,14:00:00,4B,1600 N BOND ST,AGG. ASSAULT,O,KNIFE,314,EASTERN,OLIVER,-76.59690096,39.30849867,,STREET,Northwestern,1,0
5/6/2014,20:36:00,4A,200 N LUZERNE AVE,AGG. ASSAULT,I,FIREARM,221,SOUTHEAST,MCELDERRY PARK,-76.58057515,39.29494306,,STREET,,1,0
5/6/2014,00:01:00,1A,2400 WELLBRIDGE DR,HOMICIDE,I,FIREARM,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56383516,39.36776795,,STREET,,1,0
5/6/2014,21:19:00,3AF,3000 FRISBY ST,ROBBERY - STREET,O,FIREARM,513,NORTHERN,BETTER WAVERLY,-76.60804395,39.32437843,,STREET,Eastern 1,1,0
5/5/2014,11:11:00,4A,1600 MILLER ST,AGG. ASSAULT,I,FIREARM,323,EASTERN,GAY STREET,-76.59623898,39.29996339,,ROW/TOWNHOUSE-OCC,,1,0
5/4/2014,23:55:00,3K,300 W LAFAYETTE AVE,ROBBERY - RESIDENCE,I,NA,132,CENTRAL,BOLTON HILL,-76.62608067,39.30543359,,APT/CONDO - OCCUPIED,,1,0
5/4/2014,20:00:00,4C,800 MCCABE AVE,AGG. ASSAULT,O,OTHER,524,NORTHERN,WINSTON-GOVANS,-76.60442675,39.3520088,,ROW/TOWNHOUSE-OCC,,1,0
5/4/2014,01:00:00,4A,300 S Baylis St,AGG. ASSAULT,I,FIREARM,225,SOUTHEAST,HIGHLANDTOWN,-76.56830485,39.28852974,,STREET,,1,0
5/4/2014,22:40:00,3AO,1800 EAGLE ST,ROBBERY - STREET,I,OTHER,934,SOUTHERN,CARROLLTON RIDGE,-76.64486025,39.28113715,,STREET,,1,0
5/4/2014,19:00:00,4A,2500 BROOKFIELD AVE,AGG. ASSAULT,O,FIREARM,133,CENTRAL,RESERVOIR HILL,-76.63386106,39.31595819,,ROW/TOWNHOUSE-OCC,,1,0
5/4/2014,13:55:00,4B,1900 N ELLAMONT ST,AGG. ASSAULT,I,KNIFE,811,SOUTHWEST,WALBROOK,-76.67097968,39.30898889,,YARD,,1,0
5/3/2014,10:00:00,4D,5900 KAVON AVE,AGG. ASSAULT,I,HANDS,445,NORTHEAST,CEDMONT,-76.53983363,39.3451671,,ROW/TOWNHOUSE-OCC,,1,0
5/3/2014,23:20:00,1A,1300 W LAFAYETTE AV,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,-76.63926154,39.29909301,,,,1,0
5/3/2014,04:30:00,3AF,5600 RADECKE AVE,ROBBERY - STREET,O,FIREARM,444,NORTHEAST,FRANKFORD,-76.53665714,39.32999062,,STREET,,1,0
5/3/2014,09:26:00,3AF,1100 RUTLAND AVE,ROBBERY - STREET,I,FIREARM,322,EASTERN,MIDDLE EAST,-76.59256389,39.30337239,,STREET,,1,0
5/3/2014,01:50:00,3AF,2600 HUNTINGDON AVE,ROBBERY - STREET,I,FIREARM,511,NORTHERN,REMINGTON,-76.62133079,39.31879699,,STREET,,1,0
5/3/2014,10:50:00,3K,2900 KEYWORTH AVE,ROBBERY - RESIDENCE,I,NA,613,NORTHWEST,TOWANDA-GRANTLEY,-76.66438306,39.33211084,,ROW/TOWNHOUSE-OCC,,1,0
5/3/2014,11:20:00,4B,1000 WOODSON RD,AGG. ASSAULT,O,KNIFE,522,NORTHERN,LAKE WALKER,-76.60098701,39.37096511,,PARKING LOT-INSIDE,,1,0
5/2/2014,21:23:00,3D,2100 DRUID HILL AVE,ROBBERY - COMMERCIAL,O,NA,131,CENTRAL,DRUID HEIGHTS,-76.63643822,39.30828105,,GROCERY/CONFECTION,,1,0
5/2/2014,00:50:00,4B,2400 GREENMOUNT AVE,AGG. ASSAULT,O,KNIFE,311,EASTERN,BARCLAY,-76.6095321,39.31629765,,STREET,,1,0
5/2/2014,20:41:00,9S,1300 N CAREY ST,SHOOTING,I,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,-76.63901647,39.30341366,,STREET,,1,0
5/2/2014,17:05:00,4A,800 MC ALEER CT,AGG. ASSAULT,O,FIREARM,324,EASTERN,OLDTOWN,-76.6058876,39.30013499,,ROW/TOWNHOUSE-OCC,,1,0
5/2/2014,23:50:00,4B,1500 APPLETON ST,AGG. ASSAULT,O,KNIFE,735,WESTERN,EASTERWOOD,-76.64872618,39.30569432,,ROW/TOWNHOUSE-OCC,,1,0
5/2/2014,01:05:00,4D,100 W OSTEND ST,AGG. ASSAULT,I,HANDS,942,SOUTHERN,SHARP-LEADENHALL,-76.61546898,39.27476712,,STREET,,1,0
5/1/2014,21:20:00,3B,5700 CEDONIA AVE,ROBBERY - STREET,O,NA,444,NORTHEAST,FRANKFORD,-76.53193757,39.3404046,,STREET,,1,0
5/1/2014,15:50:00,4D,1400 COLD SPRING LA,AGG. ASSAULT,I,HANDS,413,NORTHEAST,NEW NORTHWOOD,-76.59369199,39.34584877,,CARRY OUT,,1,0
5/1/2014,09:28:00,3CF,2000 EDMONDSON AVE,ROBBERY - COMMERCIAL,O,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,-76.64913476,39.29516874,,GROCERY/CONFECTION,,1,0
5/1/2014,12:21:00,4B,1700 THAMES ST,AGG. ASSAULT,O,KNIFE,213,SOUTHEAST,FELLS POINT,-76.5928003,39.28189978,,STREET,,1,0
5/1/2014,22:04:00,3AF,2400 HARFORD RD,ROBBERY - STREET,I,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,-76.5957223,39.31646688,,STREET,,1,0
5/1/2014,23:18:00,4C,3600 WOODBINE AVE,AGG. ASSAULT,I,OTHER,622,NORTHWEST,HOWARD PARK,-76.69680677,39.33256206,,ROW/TOWNHOUSE-OCC,Central,1,0
5/1/2014,10:35:00,4B,2500 W NORTH AVE,AGG. ASSAULT,O,KNIFE,731,WESTERN,MONDAWMIN,-76.65726659,39.30955039,,SCHOOL,,1,0
4/30/2014,14:40:00,3AF,1300 -BLK W MT ROYAL AV,ROBBERY - STREET,I,FIREARM,,,,,,,STREET,,1,0
4/30/2014,15:30:00,3M,2300 ASHTON ST,ROBBERY - COMMERCIAL,O,NA,834,SOUTHWEST,MILLHILL,-76.6531134,39.28133237,,BANK/FINANCIAL INST,,1,0
4/30/2014,01:00:00,4A,5200 GOODNOW RD,AGG. ASSAULT,O,FIREARM,443,NORTHEAST,FRANKFORD,-76.54404968,39.3247558,,PARKING LOT-INSIDE,,1,0
4/30/2014,09:51:00,3JO,1100 N FULTON AVE,ROBBERY - RESIDENCE,O,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.64604103,39.30126205,,ROW/TOWNHOUSE-OCC,,1,0
4/30/2014,14:30:00,3AF,1300 -BLK W MT ROYAL AV,ROBBERY - STREET,O,FIREARM,,,,,,,UNKNOWN,Central,1,0
4/30/2014,23:35:00,3AF,3200 E LOMBARD ST,ROBBERY - STREET,O,FIREARM,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57175439,39.2913053,,STREET,,1,0
4/29/2014,07:40:00,4B,2500 OSWEGO AVE,AGG. ASSAULT,O,KNIFE,533,NORTHERN,GREENSPRING,-76.65974205,39.33696601,,ROW/TOWNHOUSE-OCC,,1,0
4/29/2014,03:11:00,3AF,700 N WOODINGTON RD,ROBBERY - STREET,O,FIREARM,822,SOUTHWEST,ROGNEL HEIGHTS,-76.68609498,39.29554819,,STREET,Eastern 1,1,0
4/28/2014,21:54:00,4A,400 LAURENS ST,AGG. ASSAULT,I,FIREARM,132,CENTRAL,MADISON PARK,-76.6319525,39.30708852,,STREET,,1,0
4/28/2014,15:44:00,3B,,ROBBERY - STREET,O,NA,,,,,,,PARK,,1,0
4/28/2014,10:15:00,4A,2900 WYMAN PKWY,AGG. ASSAULT,I,FIREARM,511,NORTHERN,REMINGTON,-76.62039363,39.32340133,,YARD,,1,0
4/28/2014,01:43:00,3GF,3200 HOLLINS FERRY RD,ROBBERY - COMMERCIAL,O,FIREARM,923,SOUTHERN,LAKELAND,-76.64698269,39.25136404,,CONVENIENCE STORE,,1,0
4/27/2014,02:16:00,9S,4900 STAFFORD ST,SHOOTING,Outside,FIREARM,833,SOUTHWEST,BEECHFIELD,-76.69517437,39.28022406,,HOSPITAL,,1,0
4/27/2014,00:45:00,3B,2700 INGLEWOOD AVE,ROBBERY - STREET,O,NA,424,NORTHEAST,NORTH HARFORD ROAD,-76.55533057,39.36895652,,STREET,,1,0
4/27/2014,13:00:00,3K,2400 LOYOLA NORTHWAY,ROBBERY - RESIDENCE,O,NA,,,,,,,APT/CONDO - OCCUPIED,,1,0
4/27/2014,00:00:00,4A,400 PITMAN PL,AGG. ASSAULT,I,FIREARM,313,EASTERN,GREENMOUNT WEST,-76.60992499,39.30853296,,STREET,,1,0
4/27/2014,14:30:00,3D,700 W SARATOGA ST,ROBBERY - COMMERCIAL,I,NA,122,CENTRAL,POPPLETON,-76.62793906,39.29278452,,DRUG STORE / MED  BL,,1,0
4/27/2014,02:16:00,4A,900 S CATON AVE,AGG. ASSAULT,,FIREARM,832,SOUTHWEST,VIOLETVILLE,-76.67151145,39.27377055,,,,1,0
4/27/2014,01:44:00,4C,3200 E FAIRMOUNT AVE,AGG. ASSAULT,O,OTHER,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57181494,39.29358633,,OTHER - OUTSIDE,,1,0
4/27/2014,20:15:00,3B,700 E NORTH AVE,ROBBERY - STREET,O,NA,312,EASTERN,EAST BALTIMORE MIDWAY,-76.60823128,39.31158224,,STREET,,1,0
4/26/2014,16:22:00,4A,800 BETHUNE RD,AGG. ASSAULT,O,FIREARM,922,SOUTHERN,CHERRY HILL,-76.62284303,39.24557342,,ROW/TOWNHOUSE-OCC,,1,0
4/25/2014,17:24:00,4A,2700 E OLIVER ST,AGG. ASSAULT,O,FIREARM,332,EASTERN,BEREA,-76.57995687,39.30813445,,STREET,,1,0
4/25/2014,16:50:00,3AK,3100 WALBROOK AVE,ROBBERY - STREET,O,KNIFE,811,SOUTHWEST,WALBROOK,-76.66949106,39.31017082,,ROW/TOWNHOUSE-OCC,,1,0
4/25/2014,00:02:00,3B,6200 BELAIR RD,ROBBERY - STREET,O,NA,425,NORTHEAST,GLENHAM-BELFORD,-76.53514263,39.35092449,,PARKING LOT-OUTSIDE,,1,0
4/25/2014,13:50:00,3B,2100 E PRESTON ST,ROBBERY - STREET,O,NA,331,EASTERN,BROADWAY EAST,-76.58794194,39.30554677,,STREET,,1,0
4/25/2014,16:00:00,3B,100 E FAYETTE ST,ROBBERY - STREET,O,NA,111,CENTRAL,DOWNTOWN,-76.61383762,39.29050363,,BUS/AUTO,,1,0
4/25/2014,04:13:00,4D,800 GLADE CT,AGG. ASSAULT,I,HANDS,913,SOUTHERN,BROOKLYN,-76.60094134,39.22977475,,STREET,,1,0
4/25/2014,17:00:00,4C,200 N CALHOUN ST,AGG. ASSAULT,I,OTHER,711,WESTERN,FRANKLIN SQUARE,-76.63965538,39.29129996,,OTHER - INSIDE,,1,0
4/25/2014,12:16:00,3AO,3200 PULASKI HWY,ROBBERY - STREET,O,OTHER,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57279799,39.29568547,,STREET,,1,0
4/24/2014,23:43:00,4A,2700 E FAYETTE ST,AGG. ASSAULT,I,FIREARM,221,SOUTHEAST,MCELDERRY PARK,-76.57999261,39.29459543,,STREET,,1,0
4/24/2014,00:50:00,3K,1300 SHERWOOD AVE,ROBBERY - RESIDENCE,O,NA,414,NORTHEAST,RAMBLEWOOD,-76.59023029,39.36561959,,ROW/TOWNHOUSE-OCC,,1,0
4/24/2014,16:15:00,4D,3300 -BLK TIOGA PW,AGG. ASSAULT,O,HANDS,,,,,,,SHOPPING MALLS/CNTR,,1,0
4/23/2014,00:01:00,4C,1600 LORMAN CT,AGG. ASSAULT,I,OTHER,734,WESTERN,SANDTOWN-WINCHESTER,-76.64364066,39.30425159,,ROW/TOWNHOUSE-OCC,,1,0
4/23/2014,16:00:00,4B,2500 MCCULLOH ST,AGG. ASSAULT,O,KNIFE,733,WESTERN,RESERVOIR HILL,-76.64023524,39.31379027,,ROW/TOWNHOUSE-OCC,,1,0
4/23/2014,21:45:00,4C,3500 SPRINGDALE AVE,AGG. ASSAULT,I,OTHER,623,NORTHWEST,FOREST PARK,-76.67564634,39.32330389,,STREET,,1,0
4/22/2014,17:55:00,4B,2200 JEFFERSON ST,AGG. ASSAULT,O,KNIFE,321,EASTERN,MIDDLE EAST,-76.58622424,39.29648732,,ROW/TOWNHOUSE-OCC,,1,0
4/22/2014,01:00:00,1A,600 ROUNDVIEW RD,HOMICIDE,I,FIREARM,922,SOUTHERN,CHERRY HILL,-76.62029714,39.24821006,,,,1,0
4/22/2014,21:50:00,3B,700 CATHEDRAL ST,ROBBERY - STREET,I,NA,124,CENTRAL,MOUNT VERNON,-76.61699692,39.29794224,,STREET,,1,0
4/22/2014,21:14:00,3CF,2700 HARFORD RD,ROBBERY - COMMERCIAL,I,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59160872,39.32044492,,RETAIL/SMALL BUSINES,,1,0
4/21/2014,15:40:00,3B,3700 BROOKLYN AVE,ROBBERY - STREET,I,NA,913,SOUTHERN,BROOKLYN,-76.60018582,39.23437378,,YARD,,1,0
4/21/2014,19:42:00,4C,0 W 20TH ST,AGG. ASSAULT,I,OTHER,514,NORTHERN,CHARLES NORTH,-76.61703371,39.31213237,,STREET,,1,0
4/21/2014,10:15:00,3AF,2800 GREENMOUNT AV,ROBBERY - STREET,O,FIREARM,513,NORTHERN,BETTER WAVERLY,-76.60937653,39.32347939,,OTHER - OUTSIDE,,1,0
4/21/2014,22:42:00,4B,1100 W NORTHERN PKWY,AGG. ASSAULT,I,KNIFE,533,NORTHERN,NORTH ROLAND PARK/POPLAR HILL,-76.64613858,39.3615155,,ROW/TOWNHOUSE-OCC,,1,0
4/21/2014,08:15:00,3AF,400 FONT HILL AVE,ROBBERY - STREET,O,FIREARM,832,SOUTHWEST,GWYNNS FALLS,-76.66349578,39.27878802,,PARKING LOT-OUTSIDE,,1,0
4/19/2014,01:18:00,4B,1800 ARUNAH AVE,AGG. ASSAULT,O,KNIFE,722,WESTERN,HARLEM PARK,-76.64638845,39.2958722,,STREET,,1,0
4/19/2014,19:36:00,3B,900 E 33RD ST,ROBBERY - STREET,I,NA,515,NORTHERN,EDNOR GARDENS-LAKESIDE,-76.60353285,39.32856059,,STREET,,1,0
4/19/2014,13:15:00,3D,2000 E NORTH AVE,ROBBERY - COMMERCIAL,O,NA,331,EASTERN,BROADWAY EAST,-76.58922111,39.31231386,,CONVENIENCE STORE,,1,0
4/19/2014,23:52:00,9S,4100 ROMLET CT,SHOOTING,O,FIREARM,913,SOUTHERN,BROOKLYN,-76.59982921,39.22991886,,PUBLIC HOUSING,,1,0
4/19/2014,13:50:00,3B,2500 HURON ST,ROBBERY - STREET,I,NA,921,SOUTHERN,MOUNT WINANS,-76.64367963,39.2622335,,STREET,,1,0
4/19/2014,16:15:00,3B,400 E FAYETTE ST,ROBBERY - STREET,I,NA,111,CENTRAL,DOWNTOWN,-76.61019277,39.29056888,,STREET,,1,0
4/19/2014,19:15:00,4D,2000 RIDGEHILL AVE,AGG. ASSAULT,O,HANDS,731,WESTERN,MONDAWMIN,-76.65063558,39.31139171,,ROW/TOWNHOUSE-OCC,,1,0
4/18/2014,16:55:00,4C,1200 GREENMOUNT AVE,AGG. ASSAULT,O,OTHER,313,EASTERN,JOHNSTON SQUARE,-76.60789378,39.30387133,,STREET,,1,0
4/17/2014,21:10:00,4C,5000 ELMER AVE,AGG. ASSAULT,O,OTHER,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67699629,39.3461884,,ROW/TOWNHOUSE-OCC,,1,0
4/17/2014,09:00:00,4B,5300 ELSRODE AVE,AGG. ASSAULT,O,KNIFE,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56553705,39.3524463,,HOSP/NURS. HOME,,1,0
4/17/2014,00:24:00,4B,5100 BENTON HEIGHTS AVE,AGG. ASSAULT,O,KNIFE,426,NORTHEAST,WALTHERSON,-76.5545516,39.33704418,,ALLEY,,1,0
4/17/2014,21:30:00,4C,4900 EASTERN AVE,AGG. ASSAULT,I,OTHER,233,SOUTHEAST,PULASKI INDUSTRIAL AREA,-76.55423496,39.28723891,,STREET,,1,0
4/17/2014,17:00:00,4B,1900 KENNEDY AVE,AGG. ASSAULT,O,KNIFE,312,EASTERN,EAST BALTIMORE MIDWAY,-76.60425666,39.31217122,,ROW/TOWNHOUSE-OCC,,1,0
4/17/2014,17:10:00,4D,2000 N MONROE ST,AGG. ASSAULT,I,HANDS,731,WESTERN,MONDAWMIN,-76.64832407,39.31155195,,OTHER - OUTSIDE,,1,0
4/17/2014,18:20:00,3B,2400 N MONROE ST,ROBBERY - STREET,O,NA,731,WESTERN,MONDAWMIN,-76.65014454,39.31517043,,STREET,,1,0
4/17/2014,19:57:00,9S,2100 N ROSEDALE ST,SHOOTING,Outside,FIREARM,811,SOUTHWEST,WALBROOK,-76.66953103,39.3117566,,STREET,,1,0
4/16/2014,23:30:00,3NF,2800 GARRISON BLVD,ROBBERY - STREET,I,FIREARM,624,NORTHWEST,GARWYN OAKS,-76.67691523,39.31934217,,ROW/TOWNHOUSE-VAC,,1,0
4/16/2014,20:00:00,3B,1400 E MONUMENT ST,ROBBERY - STREET,I,NA,323,EASTERN,GAY STREET,-76.59905931,39.29826137,,STREET,,1,0
4/16/2014,07:52:00,4C,1900 ORLEANS ST,AGG. ASSAULT,I,OTHER,321,EASTERN,MIDDLE EAST,-76.59062678,39.29536378,,STREET,,1,0
4/16/2014,22:58:00,4C,3700 FLEET ST,AGG. ASSAULT,I,OTHER,231,SOUTHEAST,BREWERS HILL,-76.56625736,39.28555972,,PARKING LOT-OUTSIDE,,1,0
4/15/2014,16:10:00,3CF,600 N CHESTER ST,ROBBERY - COMMERCIAL,I,FIREARM,321,EASTERN,MIDDLE EAST,-76.58787731,39.29761305,,OTHER - INSIDE,Brooklyn,1,0
4/15/2014,14:00:00,4B,1200 JAMES ST,AGG. ASSAULT,O,KNIFE,932,SOUTHERN,WASHINGTON VILLAGE,-76.63598453,39.2817648,,ROW/TOWNHOUSE-OCC,,1,0
4/15/2014,02:10:00,4C,4500 PIMLICO RD,AGG. ASSAULT,O,OTHER,614,NORTHWEST,PARKLANE,-76.66700789,39.34291947,,YARD,,1,0
4/15/2014,00:50:00,4A,1100 SOMERSET ST,AGG. ASSAULT,O,FIREARM,313,EASTERN,JOHNSTON SQUARE,-76.60131661,39.30374725,,STREET,,1,0
4/14/2014,23:57:00,4C,5700 THE ALAMEDA,AGG. ASSAULT,O,OTHER,522,NORTHERN,GLEN OAKS,-76.59427134,39.36078094,,STREET,Eastern 1,1,0
4/14/2014,23:57:00,4C,5700 THE ALAMEDA,AGG. ASSAULT,O,OTHER,522,NORTHERN,GLEN OAKS,-76.59427134,39.36078094,,STREET,,1,0
4/14/2014,05:15:00,4D,500 N CHESTER ST,AGG. ASSAULT,O,HANDS,321,EASTERN,MIDDLE EAST,-76.58767729,39.29692803,,ROW/TOWNHOUSE-OCC,Eastern 2,1,0
4/14/2014,15:55:00,4C,700 DRUID PARK LAKE DR,AGG. ASSAULT,O,OTHER,,,,,,,STREET,,1,0
4/14/2014,14:00:00,4C,1900 E 32ND ST,AGG. ASSAULT,O,OTHER,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.58910447,39.32720811,,ROW/TOWNHOUSE-OCC,,1,0
4/14/2014,15:55:00,4B,700 DRUID PARK LAKE DR,AGG. ASSAULT,O,KNIFE,,,,,,,STREET,,1,0
4/14/2014,23:09:00,3AF,1500 SHADYSIDE RD,ROBBERY - STREET,O,FIREARM,412,NORTHEAST,HILLEN,-76.59302625,39.33839462,,STREET,Central,1,0
4/14/2014,14:40:00,3B,3800 FORDS LN,ROBBERY - STREET,O,NA,632,NORTHWEST,GLEN,-76.69895598,39.35771713,,STREET,Central,1,0
4/13/2014,23:26:00,3B,100 W FAYETTE ST,ROBBERY - STREET,O,NA,114,CENTRAL,DOWNTOWN,-76.6177388,39.29042889,,STREET,,1,0
4/13/2014,04:55:00,3K,4100 WOODHAVEN AVE,ROBBERY - RESIDENCE,I,NA,624,NORTHWEST,WINDSOR HILLS,-76.68551016,39.32008588,,ROW/TOWNHOUSE-OCC,,1,0
4/13/2014,03:30:00,4C,2500 E FEDERAL ST,AGG. ASSAULT,I,OTHER,332,EASTERN,BEREA,-76.58236096,39.30890712,,ROW/TOWNHOUSE-OCC,,1,0
4/13/2014,18:00:00,4B,4800 PIMLICO RD,AGG. ASSAULT,O,KNIFE,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66897686,39.34659467,,STREET,,1,0
4/13/2014,01:04:00,3AK,600 WINSTON AVE,ROBBERY - STREET,O,KNIFE,524,NORTHERN,WINSTON-GOVANS,-76.60765395,39.35013609,,STREET,,1,0
4/13/2014,00:30:00,4D,5400 JAMESTOWNE CT,AGG. ASSAULT,I,HANDS,823,SOUTHWEST,WESTGATE,-76.70855551,39.28271574,,OTHER - OUTSIDE,,1,0
4/13/2014,23:10:00,3AK,100 E HAMBURG ST,ROBBERY - STREET,O,KNIFE,942,SOUTHERN,FEDERAL HILL,-76.612496,39.27831176,,STREET,,1,0
4/13/2014,19:27:00,4A,600 LINNARD ST,AGG. ASSAULT,O,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,-76.6764721,39.29446794,,ROW/TOWNHOUSE-OCC,,1,0
4/12/2014,13:15:00,3CF,3400 CLIFTON AVE,ROBBERY - COMMERCIAL,I,FIREARM,812,SOUTHWEST,MOUNT HOLLY,-76.67558011,39.31084353,,OTHER - INSIDE,,1,0
4/12/2014,16:00:00,4D,3300 BRIGHTON ST,AGG. ASSAULT,,HANDS,813,SOUTHWEST,ROSEMONT,-76.67298888,39.30489357,,APT/CONDO - OCCUPIED,,1,0
4/12/2014,06:37:00,4C,500 E NORTHERN PKWY,AGG. ASSAULT,O,OTHER,522,NORTHERN,CHINQUAPIN PARK-BELVEDERE,-76.60984424,39.36520632,,BUS/AUTO,,1,0
4/11/2014,20:30:00,3P,2000 GWYNNS FALLS PKWY,ROBBERY - STREET,O,NA,731,WESTERN,MONDAWMIN,-76.65219223,39.31591698,,RETAIL/SMALL BUSINES,,1,0
4/11/2014,16:25:00,3AF,1200 E BELVEDERE AVE,ROBBERY - STREET,I,FIREARM,522,NORTHERN,RAMBLEWOOD,-76.59415172,39.36079512,,STREET,,1,0
4/11/2014,21:00:00,4C,2800 EDGECOMBE CR,AGG. ASSAULT,I,OTHER,532,NORTHERN,PARKLANE,-76.66307253,39.34247363,,ROW/TOWNHOUSE-OCC,,1,0
4/11/2014,11:18:00,4B,4500 REISTERSTOWN RD,AGG. ASSAULT,I,KNIFE,613,NORTHWEST,TOWANDA-GRANTLEY,-76.66950563,39.3396898,,STREET,,1,0
4/10/2014,15:50:00,3B,2900 E FAYETTE ST,ROBBERY - STREET,,NA,221,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57627799,39.29470822,,STREET,,1,0
4/10/2014,22:30:00,3AJF,4900 CRENSHAW AVE,ROBBERY - CARJACKING,I,FIREARM,443,NORTHEAST,FRANKFORD,-76.54668762,39.3284941,,,,1,0
