Date,,,Address,Type,Indicator,Weapon,,,,Lat,Long,,,,,Tract
6/29/2014,20:25:00,4B,4000 FERNHILL AVE,AGG. ASSAULT,I,KNIFE,621,NORTHWEST,WEST ARLINGTON,-76.6851525,39.3377329,,STREET,,1,0
6/28/2014,16:00:00,4A,3500 DOLFIELD AVE,AGG. ASSAULT,I,FIREARM,625,NORTHWEST,ASHBURTON,-76.67357392,39.3340584,,STREET,,1,0
6/28/2014,06:50:00,3AF,100 ALBEMARLE ST,ROBBERY - STREET,I,FIREARM,211,SOUTHEAST,JONESTOWN,-76.60337506,39.28796091,,STREET,,1,0
6/28/2014,22:30:00,4C,3000 E HOFFMAN ST,AGG. ASSAULT,I,OTHER,332,EASTERN,BEREA,-76.57567277,39.30722536,,STREET,,1,0
6/28/2014,02:30:00,3CF,7000 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,FIREARM,631,NORTHWEST,FALLSTAFF,-76.7103331,39.36211607,,RETAIL/SMALL BUSINES,,1,0
6/28/2014,00:00:00,3JF,2900 WYMAN PKWY,ROBBERY - RESIDENCE,I,FIREARM,511,NORTHERN,REMINGTON,-76.6204349,39.32345499,,ROW/TOWNHOUSE-OCC,,1,0
6/28/2014,00:40:00,4D,3100 GWYNNS FALLS PKWY,AGG. ASSAULT,O,HANDS,624,NORTHWEST,HANLON-LONGWOOD,-76.67007676,39.31456132,,ROW/TOWNHOUSE-OCC,Eastern 2,1,0
6/27/2014,01:53:00,3B,5700 EDGEPARK RD,ROBBERY - STREET,I,NA,415,NORTHEAST,LOCH RAVEN,-76.5759662,39.35667591,,STREET,,1,0
6/27/2014,18:27:00,3AF,300 PARK AVE,ROBBERY - STREET,O,FIREARM,114,CENTRAL,DOWNTOWN,-76.61817817,39.29300835,,STREET,,1,0
6/27/2014,19:00:00,3B,900 N WASHINGTON ST,ROBBERY - STREET,O,NA,321,EASTERN,MIDDLE EAST,-76.5897825,39.30073108,,STREET,,1,0
6/27/2014,09:00:00,4C,600 W PRATT ST,AGG. ASSAULT,I,OTHER,121,CENTRAL,UNIVERSITY OF MARYLAND,-76.62358534,39.28627984,,STREET,,1,0
6/27/2014,11:00:00,3JF,1100 LIGHT ST,ROBBERY - RESIDENCE,O,FIREARM,942,SOUTHERN,RIVERSIDE,-76.61223374,39.27665449,,BANK/FINANCIAL INST,,1,0
6/26/2014,20:20:00,3AF,2300 GREENMOUNT AVE,ROBBERY - STREET,I,FIREARM,311,EASTERN,BARCLAY,-76.60954107,39.31561368,,STREET,,1,0
6/25/2014,01:04:00,4D,3500 SOUTHERN AVE,AGG. ASSAULT,O,HANDS,426,NORTHEAST,WALTHERSON,-76.5628094,39.34190223,,STREET,,1,0
6/25/2014,22:05:00,4A,4500 FREDERICK AVE,AGG. ASSAULT,O,FIREARM,822,SOUTHWEST,IRVINGTON,-76.69074092,39.28144986,,ALLEY,,1,0
6/25/2014,12:30:00,4B,900 N FREMONT AVE,AGG. ASSAULT,O,KNIFE,724,WESTERN,SANDTOWN-WINCHESTER,-76.63486449,39.29973003,,ROW/TOWNHOUSE-OCC,,1,0
6/25/2014,21:52:00,4B,700 DRUID PARK LAKE DR,AGG. ASSAULT,O,KNIFE,,,,,,,APT/CONDO - OCCUPIED,,1,0
6/24/2014,11:00:00,4C,AVE,AGG. ASSAULT,I,OTHER,311,EASTERN,BARCLAY,-76.609485,39.315555,,STREET,,1,0
6/24/2014,21:00:00,4C,2000 BROADWAY,AGG. ASSAULT,I,OTHER,312,EASTERN,SOUTH CLIFTON PARK,-76.59536208,39.31292126,,PARKING LOT-OUTSIDE,,1,0
6/24/2014,17:00:00,4D,600 N CALHOUN ST,AGG. ASSAULT,I,HANDS,713,WESTERN,HARLEM PARK,-76.6398775,39.29569479,,APT/CONDO - OCCUPIED,,1,0
6/24/2014,01:30:00,3AF,2900 GARRISON BLVD,ROBBERY - STREET,O,FIREARM,624,NORTHWEST,GARWYN OAKS,-76.6772704,39.32027449,,STREET,,1,0
6/24/2014,23:42:00,4A,600 ARSAN AVE,AGG. ASSAULT,I,FIREARM,913,SOUTHERN,BROOKLYN,-76.60014048,39.23868024,,STREET,,1,0
6/24/2014,00:20:00,3AF,100 S AUGUSTA AVE,ROBBERY - STREET,I,FIREARM,824,SOUTHWEST,IRVINGTON,-76.6848317,39.2845309,,STREET,,1,0
6/24/2014,14:00:00,3AF,2500 COLD SPRING LA,ROBBERY - STREET,O,FIREARM,532,NORTHERN,PARKLANE,-76.6620386,39.3407389,,ALLEY,,1,0
6/23/2014,00:27:00,4C,100 N CLINTON ST,AGG. ASSAULT,,OTHER,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57093461,39.29415435,,,,1,0
6/23/2014,04:00:00,9S,1700 HOMESTEAD ST,SHOOTING,O,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59469896,39.32043893,,STREET,,1,0
6/23/2014,17:00:00,4C,5000 DICKEY HILL RD,AGG. ASSAULT,I,OTHER,821,SOUTHWEST,WAKEFIELD,-76.70127262,39.31167357,,STREET,,1,0
6/23/2014,05:40:00,3B,900 N FRANKLINTOWN RD,ROBBERY - STREET,I,NA,814,SOUTHWEST,FRANKLINTOWN ROAD,-76.66708667,39.29708234,,STREET,,1,0
6/23/2014,19:15:00,2B,1700 LAURENS ST,RAPE,O,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.64484999,39.30308822,,OTHER - INSIDE,,1,0
6/23/2014,00:27:00,4C,100 N CLINTON ST,AGG. ASSAULT,O,OTHER,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57093461,39.29415435,,CLUB HOUSE/FRATERNIT,,1,0
6/23/2014,20:47:00,4B,700 DRUID PARK LAKE DR,AGG. ASSAULT,O,KNIFE,,,,,,,APT/CONDO - OCCUPIED,,1,0
6/22/2014,17:43:00,4B,3400 HILLDALE PL,AGG. ASSAULT,I,KNIFE,612,NORTHWEST,PARK CIRCLE,-76.6561729,39.32888725,,STREET,,1,0
6/22/2014,00:01:00,3AF,1100 FALLS HILL DR,ROBBERY - STREET,O,FIREARM,534,NORTHERN,HOES HEIGHTS,-76.63757778,39.34068406,,STADIUM,,1,0
6/22/2014,01:15:00,4D,CROSS ST & LIGHT ST,AGG. ASSAULT,O,HANDS,942,SOUTHERN,FEDERAL HILL,-76.612338,39.277035,,STREET,,1,0
6/21/2014,22:05:00,3JF,4900 CHALLEDON RD,ROBBERY - RESIDENCE,I,FIREARM,821,SOUTHWEST,WAKEFIELD,-76.69843147,39.31240221,,APT/CONDO - OCCUPIED,,1,0
6/21/2014,16:05:00,3CF,2000 ORLEANS ST,ROBBERY - COMMERCIAL,I,FIREARM,321,EASTERN,MIDDLE EAST,-76.58931724,39.29540875,,RESTAURANT,,1,0
6/21/2014,03:50:00,3B,200 N CAROLINE ST,ROBBERY - STREET,O,NA,212,SOUTHEAST,DUNBAR-BROADWAY,-76.59740693,39.29436649,,STREET,,1,0
6/21/2014,15:29:00,3CF,1700 EASTERN AVE,ROBBERY - COMMERCIAL,I,FIREARM,213,SOUTHEAST,FELLS POINT,-76.59254149,39.28569313,,CARRY OUT,,1,0
6/21/2014,04:30:00,3AF,4900 REISTERSTOWN RD,ROBBERY - STREET,I,FIREARM,613,NORTHWEST,LUCILLE PARK,-76.6780406,39.34213365,,ALLEY,Eastern 2,1,0
6/21/2014,15:00:00,4C,2700 E FAYETTE ST,AGG. ASSAULT,O,OTHER,221,SOUTHEAST,MCELDERRY PARK,-76.57912332,39.29460646,,YARD,,1,0
6/21/2014,22:00:00,4D,2000 ALICEANNA ST,AGG. ASSAULT,O,HANDS,213,SOUTHEAST,FELLS POINT,-76.58859251,39.28379852,,STREET,,1,0
6/20/2014,20:05:00,3AF,5700 CEDONIA AVE,ROBBERY - STREET,I,FIREARM,444,NORTHEAST,FRANKFORD,-76.5322274,39.3390703,,PARKING LOT-OUTSIDE,,1,0
6/20/2014,00:01:00,4B,1400 E PRATT ST,AGG. ASSAULT,O,KNIFE,212,SOUTHEAST,WASHINGTON HILL,-76.59847361,39.28910772,,HOSP/NURS. HOME,,1,0
6/20/2014,15:30:00,3AF,3100 W NORTH AVE,ROBBERY - STREET,O,FIREARM,811,SOUTHWEST,WALBROOK,-76.66940297,39.30910953,,STREET,,1,0
6/20/2014,01:40:00,3AF,4000 NEWTON,ROBBERY - STREET,O,FIREARM,,,,,,,STREET,,1,0
6/20/2014,01:40:00,3CF,4500 FALLS RD,ROBBERY - COMMERCIAL,O,FIREARM,534,NORTHERN,ROLAND PARK,-76.64052632,39.34436623,,CONVENIENCE STORE,,1,0
6/20/2014,09:20:00,3B,1 HOPKINS PZ,ROBBERY - STREET,O,NA,,,,,,,STREET,,1,0
6/19/2014,15:23:00,4A,1600 N GILMOR ST,AGG. ASSAULT,O,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,-76.64346072,39.30680852,,STREET,Tri-District,1,0
6/19/2014,21:00:00,3AF,5400 BELAIR RD,ROBBERY - STREET,O,FIREARM,426,NORTHEAST,WALTHERSON,-76.55163006,39.33822054,,STREET,,1,0
6/19/2014,17:30:00,3B,2600 E FAIRMOUNT AVE,ROBBERY - STREET,I,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.58043013,39.29324908,,STREET,,1,0
6/19/2014,20:30:00,3B,2700 EASTERN AV,ROBBERY - STREET,O,NA,221,SOUTHEAST,PATTERSON PARK,-76.5785702,39.28624954,,ALLEY,,1,0
6/19/2014,12:15:00,4C,200 N PACA ST,AGG. ASSAULT,I,OTHER,114,CENTRAL,DOWNTOWN,-76.62248371,39.2914974,,STREET,,1,0
6/19/2014,23:20:00,4C,2400 WASHINGTON BLVD,AGG. ASSAULT,O,OTHER,831,SOUTHWEST,MORRELL PARK,-76.65061243,39.26840113,,,,1,0
6/18/2014,12:50:00,4B,5300 CEDONIA AVE,AGG. ASSAULT,I,KNIFE,441,NORTHEAST,CEDONIA,-76.53331133,39.32940399,,STREET,,1,0
6/18/2014,08:00:00,3K,400 E PATAPSCO AVE,ROBBERY - RESIDENCE,,NA,913,SOUTHERN,BROOKLYN,-76.60445387,39.23704293,,ROW/TOWNHOUSE-OCC,,1,0
6/18/2014,17:09:00,3AJF,900 S PACA ST,ROBBERY - CARJACKING,I,FIREARM,932,SOUTHERN,WASHINGTON VILLAGE,-76.62622395,39.28138436,,STREET,,1,0
6/18/2014,15:30:00,4A,500 RAPPOLLA ST,AGG. ASSAULT,I,FIREARM,232,SOUTHEAST,GREEKTOWN,-76.55302815,39.28709048,,STREET,,1,0
6/18/2014,23:20:00,3CF,3300 ANNAPOLIS RD,ROBBERY - COMMERCIAL,O,FIREARM,922,SOUTHERN,CHERRY HILL,-76.63983767,39.24890618,,CONVENIENCE STORE,,1,0
6/18/2014,08:00:00,4B,300 N CARROLLTON AVE,AGG. ASSAULT,O,KNIFE,712,WESTERN,POPPLETON,-76.63686411,39.2924403,,STREET,,1,0
6/18/2014,22:00:00,3K,5000 PILGRIM RD,ROBBERY - RESIDENCE,I,NA,421,NORTHEAST,LAURAVILLE,-76.57294198,39.35078116,,STREET,,1,0
6/18/2014,15:17:00,3CO,400 W 29TH ST,ROBBERY - COMMERCIAL,I,OTHER,511,NORTHERN,REMINGTON,-76.62352763,39.32160263,,CARRY OUT,,1,0
6/18/2014,03:48:00,4C,2600 HURON ST,AGG. ASSAULT,O,OTHER,921,SOUTHERN,MOUNT WINANS,-76.64513373,39.26091503,,ROW/TOWNHOUSE-OCC,,1,0
6/18/2014,22:40:00,3AF,2500 MARYLAND AVE,ROBBERY - STREET,O,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61843147,39.31812279,,STREET,,1,0
6/18/2014,22:00:00,4B,2600 PARK HEIGHTS TER,AGG. ASSAULT,I,KNIFE,533,NORTHERN,GREENSPRING,-76.66213902,39.33833184,,ROW/TOWNHOUSE-OCC,,1,0
6/18/2014,21:37:00,3K,2400 GARRISON BLVD,ROBBERY - RESIDENCE,I,NA,624,NORTHWEST,GARWYN OAKS,-76.67697779,39.31522865,,ROW/TOWNHOUSE-OCC,,1,0
6/17/2014,06:30:00,4C,0 S HOWARD ST,AGG. ASSAULT,O,OTHER,114,CENTRAL,DOWNTOWN,-76.61931011,39.2893028,,STREET,,1,0
6/17/2014,06:00:00,3AF,4800 BRIARCLIFT RD,ROBBERY - STREET,I,FIREARM,823,SOUTHWEST,WEST HILLS,-76.70296388,39.29635701,,STREET,,1,0
6/17/2014,22:15:00,3AF,4600 PARKTON ST,ROBBERY - STREET,O,FIREARM,833,SOUTHWEST,YALE HEIGHTS,-76.69257688,39.27826044,,STREET,,1,0
6/17/2014,23:20:00,4C,4400 FAIRHAVEN AVE,AGG. ASSAULT,I,OTHER,911,SOUTHERN,CURTIS BAY,-76.59011351,39.22588404,,STREET,,1,0
6/17/2014,09:10:00,4B,500 N BELNORD AVE,AGG. ASSAULT,I,KNIFE,221,SOUTHEAST,MCELDERRY PARK,-76.57859208,39.29723183,,STREET,,1,0
6/17/2014,22:57:00,9S,3200 W BALTIMORE ST,SHOOTING,O,FIREARM,835,SOUTHWEST,CARROLL-SOUTH HILTON,-76.67059917,39.2859423,,STREET,,1,0
6/17/2014,15:00:00,3B,2800 E FAYETTE ST,ROBBERY - STREET,O,NA,221,SOUTHEAST,MCELDERRY PARK,-76.57699077,39.29468763,,STREET,,1,0
6/17/2014,00:55:00,3AF,0 W LANVALE ST,ROBBERY - STREET,I,FIREARM,134,CENTRAL,CHARLES NORTH,-76.61647028,39.30865457,,STREET,,1,0
6/16/2014,15:30:00,4C,3400 EASTERN AVE,AGG. ASSAULT,O,OTHER,225,SOUTHEAST,CANTON,-76.5689176,39.28647837,,DEPARTMENT STORE,,1,0
6/16/2014,19:08:00,4B,1700 GUILFORD AVE,AGG. ASSAULT,,KNIFE,313,EASTERN,GREENMOUNT WEST,-76.61233908,39.30902682,,STREET,Eastern 1,1,0
6/16/2014,23:24:00,4C,2900 KIRK AVE,AGG. ASSAULT,O,OTHER,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.5957243,39.32456122,,STREET,,1,0
6/16/2014,16:55:00,4C,1200 W LOMBARD ST,AGG. ASSAULT,I,OTHER,931,SOUTHERN,HOLLINS MARKET,-76.63669659,39.28667292,,STREET,,1,0
6/16/2014,18:07:00,4C,1400 E BALTIMORE ST,AGG. ASSAULT,O,OTHER,212,SOUTHEAST,WASHINGTON HILL,-76.59862125,39.29145592,,STREET,,1,0
6/15/2014,23:35:00,3B,2900 W BELVEDERE AVE,ROBBERY - STREET,I,NA,633,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67126985,39.3514426,,STREET,,1,0
6/15/2014,21:50:00,3B,1200 BRENTWOOD AVE,ROBBERY - STREET,O,NA,313,EASTERN,JOHNSTON SQUARE,-76.60937306,39.30471167,,STREET,,1,0
6/15/2014,23:25:00,9S,2600 BARCLAY ST,SHOOTING,Outside,FIREARM,513,NORTHERN,HARWOOD,-76.61117589,39.31967139,,STREET,,1,0
6/15/2014,19:05:00,9S,4300 BELAIR RD,SHOOTING,Outside,FIREARM,422,NORTHEAST,BELAIR-PARKSIDE,-76.56531881,39.32834624,,,Tri-District,1,0
6/15/2014,16:00:00,4C,3000 JEFFERSON ST,AGG. ASSAULT,O,OTHER,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57500855,39.29709287,,STREET,,1,0
6/15/2014,17:15:00,4C,4300 BELAIR RD,AGG. ASSAULT,O,OTHER,422,NORTHEAST,BELAIR-PARKSIDE,-76.56531881,39.32834624,,STREET,,1,0
6/15/2014,10:41:00,3AF,200 E 33RD ST,ROBBERY - STREET,O,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61424005,39.32803996,,FAST FOOD,,1,0
6/15/2014,16:18:00,3AO,1500 WASHINGTON BLVD,ROBBERY - STREET,O,OTHER,935,SOUTHERN,CARROLL PARK,-76.63817531,39.27853181,,PARK,,1,0
6/14/2014,09:27:00,3B,,ROBBERY - STREET,O,NA,,,,,,,OTHER - OUTSIDE,,1,0
6/14/2014,18:45:00,3B,,ROBBERY - STREET,I,NA,312,EASTERN,EAST BALTIMORE MIDWAY,-76.597983,39.314169,,STREET,,1,0
6/14/2014,13:22:00,4C,400 N EUTAW ST,AGG. ASSAULT,O,OTHER,114,CENTRAL,DOWNTOWN,-76.62114803,39.29393375,,STREET,Eastern 1,1,0
6/14/2014,09:27:00,3B,,ROBBERY - STREET,I,NA,,,,,,,OTHER - OUTSIDE,,1,0
6/14/2014,15:57:00,3B,5100 BELAIR RD,ROBBERY - STREET,I,NA,426,NORTHEAST,WALTHERSON,-76.55446938,39.33623988,,STREET,,1,0
6/14/2014,15:00:00,4B,900 VALLEY ST,AGG. ASSAULT,O,KNIFE,324,EASTERN,OLDTOWN,-76.60493498,39.30036198,,STREET,,1,0
6/14/2014,01:30:00,2A,600 N HAVEN ST,RAPE,O,OTHER,334,EASTERN,ORANGEVILLE,-76.56323843,39.29835255,,STREET,,1,0
6/14/2014,22:00:00,4C,600 LAURENS ST,AGG. ASSAULT,O,OTHER,123,CENTRAL,UPTON,-76.63609319,39.30400714,,OTHER - INSIDE,,1,0
6/14/2014,18:00:00,4C,2400 W BELVEDERE AVE,AGG. ASSAULT,O,OTHER,532,NORTHERN,LEVINDALE,-76.6623247,39.3545096,,HOSP/NURS. HOME,,1,0
6/13/2014,17:45:00,4B,4000 PARK HEIGHTS AVE,AGG. ASSAULT,O,KNIFE,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66311323,39.33540438,,ROW/TOWNHOUSE-OCC,,1,0
6/13/2014,17:45:00,4C,1100 CARROLL ST,AGG. ASSAULT,I,OTHER,932,SOUTHERN,WASHINGTON VILLAGE,-76.63212439,39.28161178,,STREET,,1,0
6/13/2014,22:50:00,3AF,500 N CARROLLTON AVE,ROBBERY - STREET,I,FIREARM,713,WESTERN,HARLEM PARK,-76.63699363,39.29460741,,PORCH/DECK,,1,0
6/13/2014,15:47:00,3CF,2400 N CHARLES ST,ROBBERY - COMMERCIAL,O,FIREARM,514,NORTHERN,CHARLES VILLAGE,-76.61702266,39.31740718,,OTHER - INSIDE,,1,0
6/13/2014,14:00:00,3B,600 LYNDHURST ST,ROBBERY - STREET,I,NA,815,SOUTHWEST,EDMONDSON VILLAGE,-76.68128396,39.29433374,,STREET,Brooklyn,1,0
6/12/2014,23:30:00,4B,2400 LOYOLA NORTHWAY,AGG. ASSAULT,O,KNIFE,,,,,,,APT/CONDO - OCCUPIED,,1,0
6/12/2014,23:00:00,3AF,2200 GUILFORD AVE,ROBBERY - STREET,I,FIREARM,514,NORTHERN,BARCLAY,-76.61272596,39.31510862,,STREET,Central,1,0
6/12/2014,21:30:00,3B,2300 LIBERTY HEIGHTS AVE,ROBBERY - STREET,I,NA,731,WESTERN,MONDAWMIN,-76.65334596,39.31841804,,BUS/RAILROAD STATION,,1,0
6/12/2014,23:00:00,3AF,2200 GUILFORD AVE,ROBBERY - STREET,I,FIREARM,514,NORTHERN,BARCLAY,-76.61272596,39.31510862,,STREET,,1,0
6/11/2014,12:45:00,4B,300 W LEXINGTON ST,AGG. ASSAULT,O,KNIFE,111,CENTRAL,DOWNTOWN,-76.61082813,39.29119895,,CONVENIENCE STORE,Tri-District,1,0
6/11/2014,00:00:00,3AF,3200 EVERGREEN AVE,ROBBERY - STREET,I,FIREARM,425,NORTHEAST,GLENHAM-BELFORD,-76.55792948,39.35168306,,STREET,,1,0
6/11/2014,23:00:00,2A,4100 6TH ST,RAPE,O,OTHER,913,SOUTHERN,BROOKLYN,-76.60248196,39.23025807,,ROW/TOWNHOUSE-OCC,,1,0
6/11/2014,11:30:00,4C,1300 W BALTIMORE ST,AGG. ASSAULT,I,OTHER,711,WESTERN,FRANKLIN SQUARE,-76.63822661,39.2886349,,STREET,Central,1,0
6/10/2014,21:42:00,9S,3800 LEWIN AV,SHOOTING,I,FIREARM,613,NORTHWEST,LUCILLE PARK,-76.67678991,39.34179773,,STREET,,1,0
6/10/2014,12:59:00,4B,2000 PENROSE AVE,AGG. ASSAULT,O,KNIFE,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.64918377,39.29128541,,ROW/TOWNHOUSE-OCC,,1,0
6/9/2014,13:35:00,4A,600 AISQUITH ST,AGG. ASSAULT,O,FIREARM,324,EASTERN,OLDTOWN,-76.60190154,39.29705849,,STREET,,1,0
6/9/2014,23:20:00,3AF,100 W 26TH ST,ROBBERY - STREET,O,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61853118,39.31936872,,STREET,,1,0
6/9/2014,01:40:00,3JF,1900 E BELVEDERE AVE,ROBBERY - RESIDENCE,I,FIREARM,415,NORTHEAST,LOCH RAVEN,-76.57977015,39.35661868,,STREET,,1,0
6/9/2014,00:00:00,4A,2400 LOYOLA NORTHWAY,AGG. ASSAULT,I,FIREARM,,,,,,,ROW/TOWNHOUSE-OCC,,1,0
6/8/2014,04:20:00,1A,500 RICHWOOD AV,HOMICIDE,Outside,FIREARM,521,NORTHERN,RICHNOR SPRINGS,-76.60954338,39.34709329,,STREET,,1,0
6/8/2014,02:03:00,4A,0 N ABINGTON AVE,AGG. ASSAULT,I,FIREARM,835,SOUTHWEST,CARROLL-SOUTH HILTON,-76.67120038,39.2862207,,STREET,,1,0
6/8/2014,07:21:00,3CK,2300 W PATAPSCO AVE,ROBBERY - COMMERCIAL,O,KNIFE,923,SOUTHERN,LAKELAND,-76.64693114,39.2516762,,RESTAURANT,,1,0
6/8/2014,00:52:00,3CF,3700 W BELVEDERE AVE,ROBBERY - COMMERCIAL,I,FIREARM,633,NORTHWEST,ARLINGTON,-76.68057703,39.34617837,,BAR,,1,0
6/8/2014,02:00:00,4C,4000 W Coldspring Ln,AGG. ASSAULT,I,OTHER,621,NORTHWEST,DORCHESTER,-76.68590767,39.33511384,,ROW/TOWNHOUSE-OCC,,1,0
6/8/2014,13:26:00,3B,2400 REISTERSTOWN RD,ROBBERY - STREET,I,NA,731,WESTERN,MONDAWMIN,-76.65020821,39.316355,,STREET,,1,0
6/8/2014,22:15:00,4A,3700 W Coldspring Ln,AGG. ASSAULT,I,FIREARM,623,NORTHWEST,DOLFIELD,-76.67662281,39.33562661,,ROW/TOWNHOUSE-OCC,,1,0
6/8/2014,17:07:00,4A,1900 N ROSEDALE ST,AGG. ASSAULT,O,FIREARM,811,SOUTHWEST,WALBROOK,-76.6693867,39.30909295,,STREET,,1,0
6/8/2014,02:03:00,4C,0 N ABINGTON AVE,AGG. ASSAULT,O,OTHER,835,SOUTHWEST,CARROLL-SOUTH HILTON,-76.67120038,39.2862207,,ROW/TOWNHOUSE-OCC,Tri-District,1,0
6/8/2014,17:30:00,3K,4000 EDGEWOOD RD,ROBBERY - RESIDENCE,I,NA,625,NORTHWEST,EAST ARLINGTON,-76.66787036,39.33268458,,ROW/TOWNHOUSE-OCC,,1,0
6/8/2014,17:36:00,4B,900 DRUID PARK LAKE DR,AGG. ASSAULT,I,KNIFE,,,,,,,OTHER - OUTSIDE,,1,0
6/8/2014,17:36:00,4B,900 DRUID PARK LAKE DR,AGG. ASSAULT,O,KNIFE,,,,,,,OTHER - OUTSIDE,,1,0
6/8/2014,02:06:00,4B,700 ALICEANNA ST,AGG. ASSAULT,O,KNIFE,211,SOUTHEAST,INNER HARBOR,-76.60293325,39.28287235,,STREET,Eastern 1,1,0
6/7/2014,23:00:00,4B,2700 GWYNNS FALLS PKWY,AGG. ASSAULT,O,KNIFE,611,NORTHWEST,HANLON-LONGWOOD,-76.66186741,39.31495065,,PLAYGROUND/ATHLETIC,,1,0
6/7/2014,23:11:00,4C,2500 MCHENRY ST,AGG. ASSAULT,I,OTHER,835,SOUTHWEST,SHIPLEY HILL,-76.65654535,39.2839452,,ROW/TOWNHOUSE-OCC,,1,0
6/7/2014,23:11:00,4C,2500 MCHENRY ST,AGG. ASSAULT,I,OTHER,835,SOUTHWEST,SHIPLEY HILL,-76.65654535,39.2839452,,ROW/TOWNHOUSE-OCC,,1,0
6/7/2014,16:00:00,4C,1600 E FEDERAL ST,AGG. ASSAULT,O,OTHER,314,EASTERN,OLIVER,-76.59579117,39.30842154,,STREET,,1,0
6/6/2014,18:30:00,3K,900 STOLL ST,ROBBERY - RESIDENCE,I,NA,913,SOUTHERN,BROOKLYN,-76.59940672,39.23060291,,ROW/TOWNHOUSE-OCC,,1,0
6/6/2014,23:40:00,4C,2900 ARUNAH AVE,AGG. ASSAULT,O,OTHER,814,SOUTHWEST,FRANKLINTOWN ROAD,-76.6659736,39.2952782,,ROW/TOWNHOUSE-OCC,,1,0
6/6/2014,13:10:00,3CF,700 WASHINGTON BLVD,ROBBERY - COMMERCIAL,I,FIREARM,931,SOUTHERN,WASHINGTON VILLAGE,-76.62666441,39.28320885,,SPECIALTY STORE,,1,0
6/5/2014,21:25:00,3B,2700 E BALTIMORE ST,ROBBERY - STREET,O,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57894505,39.29219601,,STREET,,1,0
6/5/2014,17:00:00,4C,1600 LATROBE ST,AGG. ASSAULT,I,OTHER,313,EASTERN,GREENMOUNT WEST,-76.61155547,39.30848407,,ROW/TOWNHOUSE-OCC,,1,0
6/5/2014,14:50:00,3K,800 HERNDON CT,ROBBERY - RESIDENCE,I,NA,913,SOUTHERN,BROOKLYN,-76.60172474,39.2296815,,ROW/TOWNHOUSE-OCC,,1,0
6/5/2014,19:30:00,3B,400 CAROLYN ST,ROBBERY - STREET,I,NA,,,,,,,STREET,,1,0
6/5/2014,00:59:00,4B,2500 MARYLAND AVE,AGG. ASSAULT,O,KNIFE,512,NORTHERN,CHARLES VILLAGE,-76.61845946,39.31859062,,APT/CONDO - OCCUPIED,,1,0
6/4/2014,23:20:00,3AF,0 COMMERCE ST,ROBBERY - STREET,I,FIREARM,111,CENTRAL,DOWNTOWN,-76.61015846,39.28967034,,STREET,,1,0
6/4/2014,23:30:00,4B,1700 EASTERN AVE,AGG. ASSAULT,O,KNIFE,213,SOUTHEAST,FELLS POINT,-76.59329628,39.28566262,,HOSP/NURS. HOME,,1,0
6/4/2014,23:00:00,4C,6700 MOYER AVE,AGG. ASSAULT,I,OTHER,424,NORTHEAST,WOODRING,-76.54410687,39.36065117,,ROW/TOWNHOUSE-OCC,,1,0
6/4/2014,16:00:00,3AO,400 STATE ST,ROBBERY - STREET,I,OTHER,114,CENTRAL,DOWNTOWN,-76.62039014,39.29398255,,STREET,,1,0
6/3/2014,13:15:00,3AF,1600 E 31ST ST,ROBBERY - STREET,I,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59397429,39.32597472,,STREET,,1,0
6/3/2014,22:41:00,4A,100 S EAST AVE,AGG. ASSAULT,O,FIREARM,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57173699,39.29076196,,ROW/TOWNHOUSE-OCC,,1,0
6/3/2014,18:00:00,1O,1400 FILLMORE ST,HOMICIDE,I,OTHER,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.60035736,39.3222005,,PUBLIC AREA,,1,0
6/3/2014,15:57:00,4C,4600 BELVIEU AVE,AGG. ASSAULT,I,OTHER,622,NORTHWEST,HOWARD PARK,-76.69764311,39.33891511,,DRIVEWAY,,1,0
6/3/2014,00:45:00,3AF,1700 ABBOTSTON ST,ROBBERY - STREET,I,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59300246,39.32206559,,STREET,,1,0
6/2/2014,22:54:00,9S,1200 DRUID HILL AV,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,-76.62764962,39.30118071,,STREET,,1,0
